re;city;geo_lat;geo_lon
льгов[а|у|е]?;Льгов;51.6597148;35.2612491
обоян[ь|и];Обоянь;51.2119324;36.2755133
рыльск[а|у|е]?;Рыльск;51.5681314;34.6802597
судж[а|е|у];Суджа;51.1918927;35.2720915
фатеж[а|у|е]?;Фатеж;52.0917728;35.8538706
щигр[ы|о|а|е][м|в]?;Щигры;51.8786014;36.8910945
бокситогорск[а|у|е]?;Бокситогорск;59.4734797;33.845688
волосов[о|у|е];Волосово;59.4445408;29.4923355
волхов[а|у|е]?;Волхов;59.9005958;32.3520756
всеволожск[а|у|е]?;Всеволожск;60.0191278;30.6456718
выборг[а|у|е]?;Выборг;60.7130801;28.7328336
высоцк[а|у|е]?;Высоцк;60.6296236;28.5709314
гатчин[а|е|у];Гатчина;59.565237;30.1282473
ивангород[а|у|е]?;Ивангород;59.3766119;28.2231659
каменногорск[а|у|е]?;Каменногорск;60.950855;29.1308372
кингисепп[а|у|е]?;Кингисепп;59.3740435;28.6112444
кириш[и|а|е][й|м|х]?;Кириши;59.4742862;32.0624947
кировск[а|у|е]?;Кировск;59.8754216;30.981364
коммунар[а|у|е]?;Коммунар;59.6215133;30.3934125
кудров[о|у|е];Кудрово;59.9075226;30.5121008
лодейное пол[я|и|е|ю];Лодейное Поле;60.7320936;33.5521022
луг[а|е|у];Луга;58.7374031;29.8465776
любан[ь|и];Любань;59.3493847;31.2484801
мурин[о|у|е];Мурино;60.044862;30.4571456
никольско[я|и|е|ю];Никольское;59.7043309;30.7874571
новая ладог[а|е|у];Новая Ладога;60.1100135;32.3141203
отрадно[я|и|е|ю];Отрадное;59.7726848;30.7988557
пикалев[о|у|е];Пикалево;59.5132022;34.1772776
подпорожь[я|и|е|ю];Подпорожье;60.9127549;34.1567664
приморск[а|у|е]?;Приморск;60.3660209;28.6135772
приозерск[а|у|е]?;Приозерск;61.0330896;30.1587851
светогорск[а|у|е]?;Светогорск;61.1111282;28.8725865
сертолов[о|у|е];Сертолово;60.1446932;30.2095918
сланц[ы|о|а|е][м|в]?;Сланцы;59.1178185;28.0881475
сясьстро[й|я|е|ю];Сясьстрой;60.1401739;32.5601559
тихвин[а|у|е]?;Тихвин;59.6272904;33.5072731
тосн[о|у|е];Тосно;59.5407098;30.877812
шлиссельбург[а|у|е]?;Шлиссельбург;59.9443714;31.0333365
гряз[и|е|я][х|м|й]?;Грязи;52.4874097;39.9331142
данков[а|у|е]?;Данков;53.2577411;39.1456184
ел[е|ц][ц|о|а][м]?;Елец;52.6152411;38.5289342
задонск[а|у|е]?;Задонск;52.4004179;38.9205032
лебедян[ь|и];Лебедянь;53.0156117;39.143536
липецк[а|у|е]?;Липецк;52.610249;39.5947883
усман[ь|и];Усмань;52.0442648;39.726401
чаплыгин[а|у|е]?;Чаплыгин;53.24048;39.9670973
магадан[а|у|е]?;Магадан;59.5681332;150.8084956
сусуман[а|у|е]?;Сусуман;62.7805882;148.1540281
волжск[а|у|е]?;Волжск;55.8623156;48.3715083
звенигов[о|у|е];Звенигово;55.9738571;48.0170245
йошкар-ол[а|е|у];Йошкар-Ола;56.6343662;47.8999706
козьмодемьянск[а|у|е]?;Козьмодемьянск;56.3334036;46.546675
ардатов[а|у|е]?;Ардатов;54.8465544;46.2411232
инсар[а|у|е]?;Инсар;53.8770022;44.3696566
ковылкин[о|у|е];Ковылкино;54.0391072;43.9191539
краснослободск[а|у|е]?;Краснослободск;54.4248207;43.7845011
рузаевк[а|е|у];Рузаевка;54.0581967;44.9490466
саранск[а|у|е]?;Саранск;54.1809332;45.1862632
темников[а|у|е]?;Темников;54.6310583;43.2161099
мск;Москва;55.7540471;37.620405
москв[а|е|у|ы];Москва;55.7540471;37.620405
апрелевк[а|е|у];Апрелевка;55.5276918;37.065143
балаших[а|е|у];Балашиха;55.796389;37.938283
белоозёрск[и|о][й|г|м][о|у]?;Белоозёрский;55.4595766;38.4389742
бронниц[ы|о|а|е][м|в]?;Бронницы;55.4255379;38.264145
вере[я|и|е|ю];Верея;55.343369;36.185694
видно[я|и|е|ю];Видное;55.551725;37.7061984
волоколамск[а|у|е]?;Волоколамск;56.0356499;35.9585112
воскресенск[а|у|е]?;Воскресенск;55.3071519;38.7027953
высоковск[а|у|е]?;Высоковск;56.3359513;36.5251837
голицын[о|у|е];Голицыно;55.6190582;36.9856793
дедовск[а|у|е]?;Дедовск;55.8703276;37.1245043
дзержинск[и|о][й|г|м][о|у]?;Дзержинский;55.6240869;37.8440276
дмитров[а|у|е]?;Дмитров;56.3477457;37.526672
долгопрудн[ы|о][й|г|м][о|у]?;Долгопрудный;55.9385999;37.5101021
домодедов[о|у|е];Домодедово;55.4363283;37.7664984
дрезн[а|е|у];Дрезна;55.7443143;38.8498479
дубн[а|е|у];Дубна;56.741786;37.1757223
егорьевск[а|у|е]?;Егорьевск;55.3830113;39.0358317
жуковск[и|о][й|г|м][о|у]?;Жуковский;55.599803;38.1224298
зарайск[а|у|е]?;Зарайск;54.762456;38.8850978
звенигород[а|у|е]?;Звенигород;55.7297089;36.8554029
ивантеевк[а|е|у];Ивантеевка;55.9741665;37.9207539
истр[а|е|у];Истра;55.9062267;36.8601454
кашир[а|е|у];Кашира;54.853337;38.1904392
клин[а|у|е]?;Клин;56.3425605;36.7240032
коломн[а|е|у];Коломна;55.102814;38.7531002
королёв[а|у|е]?;Королёв;55.9161773;37.8545415
котельник[и|а|о][в|м|х]?;Котельники;55.6597925;37.8631156
красноармейск[а|у|е]?;Красноармейск;56.105426;38.140838
красногорск[а|у|е]?;Красногорск;55.8317203;37.3295266
краснозаводск[а|у|е]?;Краснозаводск;56.4409979;38.2320307
краснознаменск[а|у|е]?;Краснознаменск;55.5978959;37.0393709
кубинк[а|е|у];Кубинка;55.5754955;36.6951995
куровско[я|и|е|ю];Куровское;55.5792277;38.9207723
ликино-дулёв[о|у|е];Ликино-Дулёво;55.7078257;38.9578093
лобн[я|и|е|ю];Лобня;56.0328881;37.4614035
лосино-петровск[и|о][й|г|м][о|у]?;Лосино-Петровский;55.8713214;38.200599
луховиц[ы|о|а|е][м|в]?;Луховицы;54.9652077;39.0260266
лыткарин[о|у|е];Лыткарино;55.5778163;37.9033507
люберц[ы|о|а|е][м|в]?;Люберцы;55.676499;37.898125
можайск[а|у|е]?;Можайск;55.5069259;36.024043
мытищ[и|а|е][й|м|х]?;Мытищи;55.9105782;37.7363579
наро-фоминск[а|у|е]?;Наро-Фоминск;55.386185;36.734484
ногинск[а|у|е]?;Ногинск;55.8686133;38.4622104
одинцов[о|у|е];Одинцово;55.6789455;37.263686
озёр[ы|о|а|е][м|в]?;Озёры;54.8541006;38.5599196
орехово-зуев[о|у|е];Орехово-Зуево;55.8151421;38.9869822
павловский посад[а|у|е]?;Павловский Посад;55.7807244;38.6596983
пересвет[а|у|е]?;Пересвет;56.4158326;38.1733534
подольск[а|у|е]?;Подольск;55.4389322;37.5703482
протвин[о|у|е];Протвино;54.8705984;37.2182749
пушкин[о|у|е];Пушкино;56.0103638;37.8471403
пущин[о|у|е];Пущино;54.8324412;37.6210346
раменско[я|и|е|ю];Раменское;55.5495132;38.2728914
реутов[а|у|е]?;Реутов;55.7582621;37.8618553
рошал[ь|и];Рошаль;55.6632776;39.8656147
руз[а|е|у];Руза;55.7014744;36.1959206
сергиев посад[а|у|е]?;Сергиев Посад;56.3062548;38.1502661
серпухов[а|у|е]?;Серпухов;54.9226466;37.4033859
солнечногорск[а|у|е]?;Солнечногорск;56.185102;36.977631
стар[а|о|у][ю|я|й] купавн[а|е|у];Старая Купавна;55.810648;38.175624
ступин[о|у|е];Ступино;54.886274;38.078228
талдом[а|у|е]?;Талдом;56.7308564;37.5276003
фрязин[о|у|е];Фрязино;55.9590588;38.0410235
химк[а|и]?[х|м]?;Химки;55.888657;37.4303702
хотьков[о|у|е];Хотьково;56.2516982;37.9396017
черноголовк[а|е|у];Черноголовка;56.010005;38.379245
чехов[а|у|е]?;Чехов;55.1508011;37.4533252
шатур[а|е|у];Шатура;55.5777427;39.5445712
щёлков[о|у|е];Щёлково;55.9233801;37.9783707
электрогорск[а|у|е]?;Электрогорск;55.8780241;38.7806752
электростал[ь|и];Электросталь;55.7847291;38.4447045
электроуг[и|е|я][й|м]?;Электроугли;55.7170877;38.2192563
яхром[а|е|у];Яхрома;56.2890516;37.4831799
апатит[ы|о|а|е][м|в]?;Апатиты;67.5677761;33.4067929
гаджиев[о|у|е];Гаджиево;69.2491311;33.315341
заозерск[а|у|е]?;Заозерск;69.4003584;32.4501496
заполярн[ы|о][й|г|м][о|у]?;Заполярный;69.4132852;30.7984312
кандалакш[а|е|у];Кандалакша;67.1567974;32.4143218
кировск[а|у|е]?;Кировск;67.6150424;33.663735
ковдор[а|у|е]?;Ковдор;67.5661417;30.4741941
кол[а|е|у];Кола;68.8786028;33.0262299
мончегорск[а|у|е]?;Мончегорск;67.9386153;32.9359719
мурманск[а|у|е]?;Мурманск;69.007721;33.0685865
оленегорск[а|у|е]?;Оленегорск;68.1422058;33.2669407
островно[й|я|е|ю];Островной;68.0510344;39.5077846
полярны[е|м|х] зор[и|е|я][м|й]?;Полярные Зори;67.373084;32.4975636
полярн[ы|о][й|г|м][о|у]?;Полярный;69.1989583;33.4508591
североморск[а|у|е]?;Североморск;69.0766801;33.4177759
снежногорск[а|у|е]?;Снежногорск;69.1921409;33.2383502
нарьян-мар[а|у|е]?;Нарьян-Мар;67.6379672;53.0069565
арзамас[а|у|е]?;Арзамас;55.3945814;43.8408141
балахн[а|е|у];Балахна;56.495036;43.5758423
богородск[а|у|е]?;Богородск;56.1020828;43.5135442
ветлуг[а|е|у];Ветлуга;57.8559204;45.7761957
володарск[а|у|е]?;Володарск;56.2169751;43.1596417
ворсм[а|е|у];Ворсма;55.989943;43.2718859
выкс[а|е|у];Выкса;55.3207727;42.1678834
горбатов[а|у|е]?;Горбатов;56.1307769;43.0626185
город[е|ц][ц|о|а][м]?;Городец;56.6449218;43.4723104
дзержинск[а|у|е]?;Дзержинск;56.2376047;43.4599416
заволжь[я|и|е|ю];Заволжье;56.6404286;43.3872492
княгинин[о|у|е];Княгинино;55.8205915;45.032337
кстов[о|у|е];Кстово;56.1432084;44.1664198
кулебак[а|и]?[х|м]?;Кулебаки;55.4296181;42.5125538
лукоянов[а|у|е]?;Лукоянов;55.0326225;44.4933807
лысков[о|у|е];Лысково;56.0262359;45.035771
навашин[о|у|е];Навашино;55.543811;42.1887089
нижн[е|и][й|г|м][у|о]? новгород[а|у|е]?;Нижний Новгород;56.3240627;44.0053913
павлов[о|у|е];Павлово;55.9797564;43.0995042
первомайск[а|у|е]?;Первомайск;54.8675792;43.8013992
перевоз[а|у|е]?;Перевоз;55.5967718;44.5448369
саров[а|у|е]?;Саров;54.9228268;43.3448089
семенов[а|у|е]?;Семенов;56.7889794;44.4902885
сергач[а|у|е]?;Сергач;55.5201515;45.4813231
урен[ь|и];Урень;57.4612572;45.7833293
чкаловск[а|у|е]?;Чкаловск;56.7651262;43.242077
шахунь[я|и|е|ю];Шахунья;57.6764293;46.6129009
борович[и|а|е][й|м|х]?;Боровичи;58.3840197;33.9175929
валда[й|я|ю|е]?;Валдай;57.9823766;33.2369436
велик[и|о][й|г|м][у|о]? новгород[а|у|е]?;Великий Новгород;58.5213846;31.2755394
малая вишер[а|е|у];Малая Вишера;58.8458379;32.2247401
окуловк[а|е|у];Окуловка;58.3910296;33.2901557
пестов[о|у|е];Пестово;58.5973723;35.8143898
сольц[ы|о|а|е][м|в]?;Сольцы;58.1201281;30.309351
стар[а|о|у][ю|я|й] русс[а|е|у];Старая Русса;57.990737;31.3554897
холм[а|у|е]?;Холм;57.145108;31.1787499
чудов[о|у|е];Чудово;59.1248394;31.6866241
барабинск[а|у|е]?;Барабинск;55.35146;78.3464506
бердск[а|у|е]?;Бердск;54.7582156;83.1070605
болотно[я|и|е|ю];Болотное;55.6692421;84.3906889
искитим[а|у|е]?;Искитим;54.6267603;83.2951244
карасук[а|у|е]?;Карасук;53.7343189;78.0422967
каргат[а|у|е]?;Каргат;55.1945666;80.2829495
куйбышев[а|у|е]?;Куйбышев;55.4685094;78.3242048
купин[о|у|е];Купино;54.366055;77.2973368
новосибирск[а|у|е]?;Новосибирск;55.028191;82.9211489
об[ь|и];Обь;54.9945576;82.6937181
татарск[а|у|е]?;Татарск;55.2146167;75.9739914
тогучин[а|у|е]?;Тогучин;55.2251631;84.4104118
черепанов[о|у|е];Черепаново;54.2206476;83.3724521
чулым[а|у|е]?;Чулым;55.0906867;80.9592508
исилькул[ь|и];Исилькуль;54.9096002;71.2816284
калачинск[а|у|е]?;Калачинск;55.0598155;74.5653644
называевск[а|у|е]?;Называевск;55.5689323;71.3503426
омск[а|у|е]?;Омск;54.9848566;73.3674517
тар[а|е|у];Тара;56.9160511;74.3649194
тюкалинск[а|у|е]?;Тюкалинск;55.8703415;72.1954747
абдулин[о|у|е];Абдулино;53.6778906;53.6472483
бугуруслан[а|у|е]?;Бугуруслан;53.6523728;52.4326853
бузулук[а|у|е]?;Бузулук;52.7881277;52.2624877
га[й|я|ю|е]?;Гай;51.4649189;58.4436875
кувандык[а|у|е]?;Кувандык;51.4783857;57.3612636
медногорск[а|у|е]?;Медногорск;51.4037617;57.583163
новотроицк[а|у|е]?;Новотроицк;51.1964202;58.3018192
оренбург[а|у|е]?;Оренбург;51.7875092;55.1018828
орск[а|у|е]?;Орск;51.2294282;58.4752777
соль-илецк[а|у|е]?;Соль-Илецк;51.1633736;54.9896726
сорочинск[а|у|е]?;Сорочинск;52.426685;53.1542745
ясн[ы|о][й|г|м][о|у]?;Ясный;51.036838;59.874344
болхов[а|у|е]?;Болхов;53.4438496;36.0076833
дмитровск[а|у|е]?;Дмитровск;52.5054851;35.1415009
ливн[ы|о|а|е][м|в]?;Ливны;52.4284558;37.6039506
малоархангельск[а|у|е]?;Малоархангельск;52.4002192;36.5038579
мценск[а|у|е]?;Мценск;53.2788438;36.5749105
новосил[ь|и];Новосиль;52.97454;37.0437146
орёл[а|у|е]?;Орёл;52.9671298;36.0696427
белинск[и|о][й|г|м][о|у]?;Белинский;52.9640996;43.4183212
городищ[я|и|е|ю];Городище;53.2726916;45.7026142
заречн[ы|о][й|г|м][о|у]?;Заречный;53.1960836;45.1689907
каменк[а|е|у];Каменка;53.1855463;44.0469717
кузнецк[а|у|е]?;Кузнецк;53.1130888;46.605092
нижн[е|и][й|г|м][у|о]? ломов[а|у|е]?;Нижний Ломов;53.5300905;43.6730217
никольск[а|у|е]?;Никольск;53.7137496;46.0799857
пенз[а|е|у];Пенза;53.1753314;45.0348625
сердобск[а|у|е]?;Сердобск;52.4697595;44.2122414
спасск[а|у|е]?;Спасск;53.9271974;43.1859073
сурск[а|у|е]?;Сурск;53.0761357;45.6910796
александровск[а|у|е]?;Александровск;59.1613221;57.5763459
березник[и|а|о][в|м|х]?;Березники;59.4079923;56.8039427
верещагин[о|у|е];Верещагино;58.0797571;54.6581309
горнозаводск[а|у|е]?;Горнозаводск;58.3742532;58.3231716
гремячинск[а|у|е]?;Гремячинск;58.5626082;57.8520572
губах[а|е|у];Губаха;58.8371721;57.554533
добрянк[а|е|у];Добрянка;58.469685;56.4130737
кизел[а|у|е]?;Кизел;59.0512783;57.6471028
красновишерск[а|у|е]?;Красновишерск;60.3901321;57.0535682
краснокамск[а|у|е]?;Краснокамск;58.0822065;55.7479936
кудымкар[а|у|е]?;Кудымкар;59.0167925;54.6572508
кунгур[а|у|е]?;Кунгур;57.4283296;56.9438656
лысьв[а|е|у];Лысьва;58.0995875;57.8086825
нытв[а|е|у];Нытва;57.9336725;55.3356084
ос[а|е|у];Оса;57.2889515;55.4688668
оханск[а|у|е]?;Оханск;57.7180034;55.3872469
очер[а|у|е]?;Очер;57.8852686;54.7161091
перм[ь|и];Пермь;58.0102583;56.2342034
соликамск[а|у|е]?;Соликамск;59.6482998;56.771009
усоль[я|и|е|ю];Усолье;59.4277573;56.6837872
чайковск[и|о][й|г|м][о|у]?;Чайковский;56.7781501;54.1477965
чердын[ь|и];Чердынь;60.4011933;56.4799933
чермоз[а|у|е]?;Чермоз;58.7842834;56.1507138
чернушк[а|е|у];Чернушка;56.5160768;56.0763049
чусово[й|я|е|ю];Чусовой;58.2974596;57.8193615
арсеньев[а|у|е]?;Арсеньев;44.1622031;133.2696209
артем[а|у|е]?;Артем;43.3501675;132.1596175
большой камен[ь|и];Большой Камень;43.1111742;132.3480082
владивосток[а|у|е]?;Владивосток;43.1164904;131.8823937
дальнегорск[а|у|е]?;Дальнегорск;44.5539457;135.5662716
дальнереченск[а|у|е]?;Дальнереченск;45.9308483;133.7316907
лесозаводск[а|у|е]?;Лесозаводск;45.4780092;133.4186199
находк[а|е|у];Находка;42.8239372;132.8927361
партизанск[а|у|е]?;Партизанск;43.1280578;133.1264567
спасск-дальн[и|о][й|г|м][о|у]?;Спасск-Дальний;44.5901175;132.8157288
уссурийск[а|у|е]?;Уссурийск;43.7971818;131.9518229
фокин[о|у|е];Фокино;42.9706317;132.4110196
великие лук[а|и]?[х|м]?;Великие Луки;56.332208;30.5508641
гдов[а|у|е]?;Гдов;58.7432429;27.8264809
дн[о|у|е];Дно;57.826974;29.9629389
невел[ь|и];Невель;56.0201973;29.9239983
новоржев[а|у|е]?;Новоржев;57.029807;29.3433083
новосокольник[и|а|о][в|м|х]?;Новосокольники;56.3408431;30.1527573
опочк[а|е|у];Опочка;56.710725;28.6717519
остров[а|у|е]?;Остров;57.3451528;28.3437593
печор[ы|о|а|е][м|в]?;Печоры;57.8145817;27.622259
порхов[а|у|е]?;Порхов;57.7765219;29.5436626
псков[а|у|е]?;Псков;57.8194415;28.3317198
пустошк[а|е|у];Пустошка;56.3374813;29.3668055
пыталов[о|у|е];Пыталово;57.0637952;27.9236214
себеж[а|у|е]?;Себеж;56.2908554;28.4724326
азов[а|у|е]?;Азов;47.1121589;39.4232555
акса[й|я|ю|е]?;Аксай;47.2676314;39.8756872
батайск[а|у|е]?;Батайск;47.1383299;39.7507179
стар[а|о|у][ю|я|й] калитв[а|е|у];Белая Калитва;48.1769737;40.8033529
волгодонск[а|у|е]?;Волгодонск;47.5165338;42.1984951
гуков[о|у|е];Гуково;48.0448904;39.9484672
донецк[а|у|е]?;Донецк;48.3350706;39.945891
зверев[о|у|е];Зверево;48.0435487;40.1265822
зерноград[а|у|е]?;Зерноград;46.8495958;40.312837
каменск-шахтинск[и|о][й|г|м][о|у]?;Каменск-Шахтинский;48.3205326;40.2689583
константиновск[а|у|е]?;Константиновск;47.5773717;41.0967445
красный сулин[а|у|е]?;Красный Сулин;47.8831311;40.0781298
миллеров[о|у|е];Миллерово;48.9260077;40.3984087
морозовск[а|у|е]?;Морозовск;48.3511807;41.8309225
новочеркасск[а|у|е]?;Новочеркасск;47.411919;40.1042098
новошахтинск[а|у|е]?;Новошахтинск;47.757773;39.9363697
пролетарск[а|у|е]?;Пролетарск;46.7038963;41.727594
ростов[а|е|у]-на-дону?;Ростов-на-Дону;47.2224566;39.718803
сальск[а|у|е]?;Сальск;46.4752095;41.5410415
семикаракорск[а|у|е]?;Семикаракорск;47.5177337;40.8114167
таганрог[а|у|е]?;Таганрог;47.2094917;38.9350989
цимлянск[а|у|е]?;Цимлянск;47.6477448;42.0931505
шахт[ы|о|а|е][м|в]?;Шахты;47.7085287;40.2159846
касимов[а|у|е]?;Касимов;54.9373475;41.3913211
кораблин[о|у|е];Кораблино;53.9246659;40.0227745
михайлов[а|у|е]?;Михайлов;54.2297402;39.0091481
новомичуринск[а|у|е]?;Новомичуринск;54.0376572;39.74654
рыбно[я|и|е|ю];Рыбное;54.7256164;39.5134398
ряжск[а|у|е]?;Ряжск;53.7067584;40.0522274
рязан[ь|и];Рязань;54.6254445;39.7358609
сасов[о|у|е];Сасово;54.3508885;41.9117422
скопин[а|у|е]?;Скопин;53.823543;39.5492421
спас-клепик[и|а|о][в|м|х]?;Спас-Клепики;55.1291721;40.1745338
спасск-рязанск[и|о][й|г|м][о|у]?;Спасск-Рязанский;54.4070719;40.3763426
шацк[а|у|е]?;Шацк;54.0287312;41.7181803
жигулевск[а|у|е]?;Жигулевск;53.4011981;49.4945176
кинел[ь|и];Кинель;53.2210298;50.6343776
нефтегорск[а|у|е]?;Нефтегорск;52.7972914;51.1637392
новокуйбышевск[а|у|е]?;Новокуйбышевск;53.0994565;49.9477382
октябрьск[а|у|е]?;Октябрьск;53.1640488;48.670762
отрадн[ы|о][й|г|м][о|у]?;Отрадный;53.3800848;51.3438605
похвистнев[о|у|е];Похвистнево;53.6498299;52.1235156
самар[а|е|у];Самара;53.1950306;50.1069518
сызран[ь|и];Сызрань;53.1558674;48.4744629
тольятти;Тольятти;53.5205348;49.3894028
чапаевск[а|у|е]?;Чапаевск;52.928961;49.8673269
санкт-петербург[а|у|е]?;Санкт-Петербург;59.9391313;30.3159004
аркадак[а|у|е]?;Аркадак;51.938831;43.4999221
аткарск[а|у|е]?;Аткарск;51.8736062;45.0003247
балаков[о|у|е];Балаково;52.0224231;47.7827765
балашов[а|у|е]?;Балашов;51.5388697;43.1839757
вольск[а|у|е]?;Вольск;52.0459865;47.3873595
ершов[а|у|е]?;Ершов;51.3508505;48.2762226
калининск[а|у|е]?;Калининск;51.4993591;44.4710435
красноармейск[а|у|е]?;Красноармейск;51.023541;45.695044
красный кут[а|у|е]?;Красный Кут;50.9598317;46.9712016
маркс[а|у|е]?;Маркс;51.7133337;46.7400339
новоузенск[а|у|е]?;Новоузенск;50.455199;48.1413153
петровск[а|у|е]?;Петровск;52.3094237;45.3851877
пугачев[а|у|е]?;Пугачев;52.0159921;48.7972223
ртищев[о|у|е];Ртищево;52.2616271;43.7842248
саратов[а|у|е]?;Саратов;51.533557;46.034257
хвалынск[а|у|е]?;Хвалынск;52.4951572;48.1045771
шихан[ы|о|а|е][м|в]?;Шиханы;52.1147391;47.2023118
энгельс[а|у|е]?;Энгельс;51.4854003;46.126722
александровск-сахалинск[и|о][й|г|м][о|у]?;Александровск-Сахалинский;50.8974378;142.1578559
анив[а|е|у];Анива;46.713152;142.5265804
долинск[а|у|е]?;Долинск;47.3255783;142.7945071
корсаков[а|у|е]?;Корсаков;46.6324545;142.799445
курильск[а|у|е]?;Курильск;45.2270954;147.8796323
макаров[а|у|е]?;Макаров;48.6236334;142.7803205
невельск[а|у|е]?;Невельск;46.6526899;141.8630725
ох[а|е|у];Оха;53.5867839;142.9412411
поронайск[а|у|е]?;Поронайск;49.238866;143.1008333
северо-курильск[а|у|е]?;Северо-Курильск;50.6730577;156.1282211
томар[и|е|я][х|м|й]?;Томари;47.7620108;142.0615837
углегорск[а|у|е]?;Углегорск;49.0815774;142.0692639
холмск[а|у|е]?;Холмск;47.0408423;142.041688
южно-сахалинск[а|у|е]?;Южно-Сахалинск;46.9591631;142.737976
алапаевск[а|у|е]?;Алапаевск;57.8475571;61.6693817
арамил[ь|и];Арамиль;56.694632;60.8343125
артемовск[и|о][й|г|м][о|у]?;Артемовский;57.3384177;61.8947443
асбест[а|у|е]?;Асбест;57.0052277;61.4581156
березовск[и|о][й|г|м][о|у]?;Березовский;56.9095924;60.8180907
богданович[а|у|е]?;Богданович;56.7764795;62.0463679
верхн[е|и][й|г|м][у|о]? тагил[а|у|е]?;Верхний Тагил;57.3763758;59.9517653
верхн[е|я][й|я] пышм[а|е|у];Верхняя Пышма;56.9758903;60.5650383
верхн[е|я][й|я] салд[а|е|у];Верхняя Салда;58.0465803;60.5560164
верхн[е|я][й|я] тур[а|е|у];Верхняя Тура;58.3643685;59.8265235
верхотурь[я|и|е|ю];Верхотурье;58.8622073;60.8103945
волчанск[а|у|е]?;Волчанск;59.9351707;60.0798618
дегтярск[а|у|е]?;Дегтярск;56.7048206;60.079138
екатеринбург[а|у|е]?;Екатеринбург;56.8385216;60.6054911
заречн[ы|о][й|г|м][о|у]?;Заречный;56.8102931;61.3380029
ивдел[ь|и];Ивдель;60.6944496;60.4245069
ирбит[а|у|е]?;Ирбит;57.6838362;63.057675
каменск-уральск[и|о][й|г|м][о|у]?;Каменск-Уральский;56.414962;61.9188674
камышлов[а|у|е]?;Камышлов;56.8465034;62.7119766
карпинск[а|у|е]?;Карпинск;59.7665925;60.0011703
качканар[а|у|е]?;Качканар;58.7051762;59.4839155
кировград[а|у|е]?;Кировград;57.4299433;60.0624051
краснотурьинск[а|у|е]?;Краснотурьинск;59.7636635;60.1934525
красноуральск[а|у|е]?;Красноуральск;58.348651;60.0408764
красноуфимск[а|у|е]?;Красноуфимск;56.612387;57.7636637
кушв[а|е|у];Кушва;58.2826013;59.7645766
лесно[й|я|е|ю];Лесной;58.6348516;59.7981565
михайловск[а|у|е]?;Михайловск;56.4370039;59.1137316
невьянск[а|у|е]?;Невьянск;57.49131;60.2183429
нижние серги;Нижние Серги;56.6544959;59.2953035
нижн[е|и][й|г|м][у|о]? тагил[а|у|е]?;Нижний Тагил;57.910126;59.9812853
нижн[е|я][й|я] салд[а|е|у];Нижняя Салда;58.0748272;60.7025418
нижн[е|я][й|я] тур[а|е|у];Нижняя Тура;58.6309267;59.8520344
новая лял[я|и|е|ю];Новая Ляля;59.0538977;60.5944825
новоуральск[а|у|е]?;Новоуральск;57.2472567;60.0956714
первоуральск[а|у|е]?;Первоуральск;56.9080085;59.942926
полевско[й|я|е|ю];Полевской;56.4956952;60.2365298
ревд[а|е|у];Ревда;56.7986319;59.9071591
реж;Реж;57.3717477;61.3833842
североуральск[а|у|е]?;Североуральск;60.1533109;59.9525245
серов[а|у|е]?;Серов;59.6047724;60.5753882
среднеуральск[а|у|е]?;Среднеуральск;56.9918901;60.4771018
сухой лог[а|у|е]?;Сухой Лог;56.9076193;62.0358093
сысерт[ь|и];Сысерть;56.5005715;60.8190003
тавд[а|е|у];Тавда;58.0434672;65.274217
талиц[а|е|у];Талица;57.0122687;63.7320757
туринск[а|у|е]?;Туринск;58.0393524;63.6981973
севастопол[ь|и|е][м]?;Севастополь;44.6167013;33.525355
алагир[а|у|е]?;Алагир;43.0417684;44.2199715
ардон[а|у|е]?;Ардон;43.1755152;44.2955775
беслан[а|у|е]?;Беслан;43.1937529;44.5338707
владикавказ[а|у|е]?;Владикавказ;43.020588;44.6819182
дигор[а|е|у];Дигора;43.1567628;44.1549483
моздок[а|у|е]?;Моздок;43.7471342;44.6569607
велиж[а|у|е]?;Велиж;55.6057916;31.1856206
вязьм[а|е|у];Вязьма;55.2116983;34.2951663
гагарин[а|у|е]?;Гагарин;55.5525228;34.9950502
демидов[а|у|е]?;Демидов;55.2682105;31.5062809
десногорск[а|у|е]?;Десногорск;54.146457;33.2833222
дорогобуж[а|у|е]?;Дорогобуж;54.9136959;33.3023162
духовщин[а|е|у];Духовщина;55.1950257;32.401252
ельн[я|и|е|ю];Ельня;54.5837795;33.1749867
починок[а|у|е]?;Починок;54.406244;32.4398039
рославл[ь|и];Рославль;53.9449558;32.8480258
рудн[я|и|е|ю];Рудня;54.9441093;31.0794806
сафонов[о|у|е];Сафоново;55.1199661;33.2336988
смоленск[а|у|е]?;Смоленск;54.782635;32.045251
сычевк[а|е|у];Сычевка;55.8308821;34.2778793
ярцев[о|у|е];Ярцево;55.0564732;32.6902302
благодарн[ы|о][й|г|м][о|у]?;Благодарный;45.0989782;43.4306455
буденновск[а|у|е]?;Буденновск;44.7816067;44.1650339
георгиевск[а|у|е]?;Георгиевск;44.1485694;43.4739851
ессентук[а|и]?[х|м]?;Ессентуки;44.0446186;42.8588653
железноводск[а|у|е]?;Железноводск;44.1320568;43.0306461
зеленокумск[а|у|е]?;Зеленокумск;44.4032668;43.8841877
изобильн[ы|о][й|г|м][о|у]?;Изобильный;45.3684296;41.708702
ипатов[о|у|е];Ипатово;45.7181751;42.8970206
