re;city;geo_lat;geo_lon
кисловодск[а|у|е]?;Кисловодск;43.9052044;42.7168721
лермонтов[а|у|е]?;Лермонтов;44.1054107;42.973135
минеральные вод[ы|о|а|е][м|в]?;Минеральные Воды;44.2087273;43.138408
михайловск[а|у|е]?;Михайловск;45.1297323;42.0288443
невинномысск[а|у|е]?;Невинномысск;44.6226031;41.9476723
нефтекумск[а|у|е]?;Нефтекумск;44.7544552;44.9865347
новоалександровск[а|у|е]?;Новоалександровск;45.4932733;41.2153996
новопавловск[а|у|е]?;Новопавловск;43.9617097;43.6342865
пятигорск[а|у|е]?;Пятигорск;44.041091;43.0661553
светлоград[а|у|е]?;Светлоград;45.328659;42.8565714
ставропол[ь|и];Ставрополь;45.044516;41.9689655
жердевк[а|е|у];Жердевка;51.8422192;41.4617687
кирсанов[а|у|е]?;Кирсанов;52.6506335;42.7286445
котовск[а|у|е]?;Котовск;52.5924489;41.5101237
мичуринск[а|у|е]?;Мичуринск;52.8912389;40.5104443
моршанск[а|у|е]?;Моршанск;53.4436216;41.8115478
рассказов[о|у|е];Рассказово;52.6538833;41.874285
тамбов[а|у|е]?;Тамбов;52.7213154;41.452264
уваров[о|у|е];Уварово;51.9767841;42.2529799
агрыз[а|у|е]?;Агрыз;56.5232864;52.9943775
азнакаев[о|у|е];Азнакаево;54.8598642;53.0745527
альметьевск[а|у|е]?;Альметьевск;54.9014619;52.2970467
арск[а|у|е]?;Арск;56.0912567;49.877067
бавл[ы|о|а|е][м|в]?;Бавлы;54.4062891;53.2458065
болгар[а|у|е]?;Болгар;54.974891;49.0303882
бугульм[а|е|у];Бугульма;54.5363495;52.7895849
буинск[а|у|е]?;Буинск;54.9641538;48.2901209
елабуг[а|е|у];Елабуга;55.7567107;52.0543794
заинск[а|у|е]?;Заинск;55.299053;52.0062972
зеленодольск[а|у|е]?;Зеленодольск;55.8466651;48.5010954
иннополис[а|у|е]?;Иннополис;55.7521699;48.7446846
казан[ь|и];Казань;55.7943584;49.1114975
кукмор[а|у|е]?;Кукмор;56.1861392;50.8970238
лаишев[о|у|е];Лаишево;55.4042867;49.5499838
лениногорск[а|у|е]?;Лениногорск;54.5967034;52.4431906
мамадыш[а|у|е]?;Мамадыш;55.7150413;51.4129016
менделеевск[а|у|е]?;Менделеевск;55.895169;52.3143347
мензелинск[а|у|е]?;Мензелинск;55.7270698;53.1003968
набережные челн[ы|о|а|е][м|в]?;Набережные Челны;55.7434619;52.3959165
нижнекамск[а|у|е]?;Нижнекамск;55.6313609;51.8144669
нурлат[а|у|е]?;Нурлат;54.4281461;50.8049337
тетюш[и|а|е][й|м|х]?;Тетюши;54.936516;48.8314533
чистопол[ь|и];Чистополь;55.3699139;50.6285784
андреапол[ь|и];Андреаполь;56.6506724;32.2620163
бежецк[а|у|е]?;Бежецк;57.7860089;36.6904983
болого[я|и|е|ю];Бологое;57.8855767;34.0537771
весьегонск[а|у|е]?;Весьегонск;58.6582598;37.2567558
вышн[и|е][й|м|г][о]? волочек[а|у|е]?;Вышний Волочек;57.568302;34.5404016
западная двин[а|е|у];Западная Двина;56.2566492;32.0805315
зубцов[а|у|е]?;Зубцов;56.1760868;34.5825515
калязин[а|у|е]?;Калязин;57.2579478;37.7819693
кашин[а|у|е]?;Кашин;57.360194;37.6119436
кимр[ы|о|а|е][м|в]?;Кимры;56.8733213;37.3556605
конаков[о|у|е];Конаково;56.7275204;36.8012716
красный холм[а|у|е]?;Красный Холм;58.0571446;37.1126156
кувшинов[о|у|е];Кувшиново;57.0265168;34.1676009
лихославл[ь|и];Лихославль;57.1221304;35.4667605
нелидов[о|у|е];Нелидово;56.2232566;32.7767459
осташков[а|у|е]?;Осташков;57.1456744;33.1115372
ржев[а|у|е]?;Ржев;56.262881;34.3291002
стариц[а|е|у];Старица;56.514876;34.9336396
твер[ь|и];Тверь;56.8586059;35.9116761
торжок[а|у|е]?;Торжок;57.04133;34.9602344
тороп[е|ц][ц|о|а][м]?;Торопец;56.5012188;31.6355466
удомл[я|и|е|ю];Удомля;57.8787314;35.0167348
асин[о|у|е];Асино;56.9907085;86.1765257
кедров[ы|о][й|г|м][о|у]?;Кедровый;57.561869;79.5677821
колпашев[о|у|е];Колпашево;58.3114253;82.9025829
северск[а|у|е]?;Северск;56.6031285;84.8809926
стрежево[й|я|е|ю];Стрежевой;60.732895;77.604122
томск[а|у|е]?;Томск;56.4845804;84.9481582
алексин[а|у|е]?;Алексин;54.5083349;37.0478067
белев[а|у|е]?;Белев;53.8114179;36.1382247
богородицк[а|у|е]?;Богородицк;53.7701014;38.1225152
болохов[о|у|е];Болохово;54.0820349;37.826724
венев[а|у|е]?;Венев;54.3542315;38.2642236
донско[й|я|е|ю];Донской;53.9678944;38.3371824
ефремов[а|у|е]?;Ефремов;53.1464766;38.0921657
кимовск[а|у|е]?;Кимовск;53.9698378;38.5380808
киреевск[а|у|е]?;Киреевск;53.9319555;37.9220351
липк[а|и]?[х|м]?;Липки;53.9417551;37.7020148
новомосковск[а|у|е]?;Новомосковск;54.0109075;38.2914024
плавск[а|у|е]?;Плавск;53.7096415;37.2862352
советск[а|у|е]?;Советск;53.9338874;37.6316141
суворов[а|у|е]?;Суворов;54.1343585;36.4807419
тул[а|е|у];Тула;54.1920559;37.6153842
узлова[я|и|е|ю];Узловая;53.9730452;38.1763201
чекалин[а|у|е]?;Чекалин;54.0984438;36.2474142
щекин[о|у|е];Щекино;54.0020652;37.5176288
ясногорск[а|у|е]?;Ясногорск;54.4795484;37.6896048
ак-довурак[а|у|е]?;Ак-Довурак;51.178452;90.5985129
кызыл[а|у|е]?;Кызыл;51.7191047;94.4376882
туран[а|у|е]?;Туран;52.1449619;93.9173396
чадан[а|у|е]?;Чадан;51.2844502;91.5788609
шагонар[а|у|е]?;Шагонар;51.5346393;92.9199675
заводоуковск[а|у|е]?;Заводоуковск;56.5027463;66.5513613
ишим[а|у|е]?;Ишим;56.1104858;69.4795776
тобольск[а|у|е]?;Тобольск;58.2017299;68.2538558
тюмен[ь|и];Тюмень;57.1529744;65.5344099
ялуторовск[а|у|е]?;Ялуторовск;56.6547289;66.3122992
воткинск[а|у|е]?;Воткинск;57.0518149;53.9873096
глазов[а|у|е]?;Глазов;58.1359233;52.6635038
ижевск[а|у|е]?;Ижевск;56.852738;53.2114896
камбарк[а|е|у];Камбарка;56.2659916;54.193374
можг[а|е|у];Можга;56.4427774;52.2137886
сарапул[а|у|е]?;Сарапул;56.4615767;53.8037657
барыш[а|у|е]?;Барыш;53.6533992;47.1181134
димитровград[а|у|е]?;Димитровград;54.2167926;49.6262585
инз[а|е|у];Инза;53.8549647;46.3533459
новоульяновск[а|у|е]?;Новоульяновск;54.1447956;48.3910789
сенгиле[й|я|е|ю];Сенгилей;53.958964;48.7768269
ульяновск[а|у|е]?;Ульяновск;54.3079415;48.3748487
амурск[а|у|е]?;Амурск;50.2344147;136.8792444
бикин[а|у|е]?;Бикин;46.8185743;134.2550718
вяземск[и|о][й|г|м][о|у]?;Вяземский;47.5353379;134.7553856
комсомольск-на-амур[я|и|е|ю];Комсомольск-на-Амуре;50.5498936;137.0079408
николаевск-на-амур[я|и|е|ю];Николаевск-на-Амуре;53.1460657;140.7111367
советская гаван[ь|и];Советская Гавань;48.9664966;140.285174
хабаровск[а|у|е]?;Хабаровск;48.4647258;135.0598942
абаз[а|е|у];Абаза;52.6516647;90.0885686
абакан[а|у|е]?;Абакан;53.7223325;91.4436721
саяногорск[а|у|е]?;Саяногорск;53.1008083;91.4122454
сорск[а|у|е]?;Сорск;54.0002888;90.2594446
черногорск[а|у|е]?;Черногорск;53.8259342;91.3260229
белоярск[и|о][й|г|м][о|у]?;Белоярский;63.7121099;66.6772226
когалым[а|у|е]?;Когалым;62.2639527;74.4829794
лангепас[а|у|е]?;Лангепас;61.2536939;75.1807763
лянтор[а|у|е]?;Лянтор;61.6392863;72.179409
мегион[а|у|е]?;Мегион;61.0318712;76.1025878
нефтеюганск[а|у|е]?;Нефтеюганск;61.0882676;72.6164079
нижневартовск[а|у|е]?;Нижневартовск;60.9396698;76.5696184
няган[ь|и];Нягань;62.1454701;65.3946047
покач[и|а|е][й|м|х]?;Покачи;61.7422169;75.5941517
пыть-ях[а|у|е]?;Пыть-Ях;60.7585833;72.8365617
радужн[ы|о][й|г|м][о|у]?;Радужный;62.1342888;77.4584094
советск[и|о][й|г|м][о|у]?;Советский;61.3706913;63.5667222
сургут[а|у|е]?;Сургут;61.2541083;73.3961587
ура[й|я|ю|е];Урай;60.1296954;64.8038508
ханты-мансийск[а|у|е]?;Ханты-Мансийск;61.0023984;69.0184798
югорск[а|у|е]?;Югорск;61.3123568;63.3365484
аш[а|е|у];Аша;54.9906527;57.2783953
бакал[а|у|е]?;Бакал;54.9406399;58.8051698
верхнеуральск[а|у|е]?;Верхнеуральск;53.8760961;59.2169852
верхн[е|и][й|г|м][у|о]? уфале[й|я|е|ю];Верхний Уфалей;56.0487158;60.2318886
еманжелинск[а|у|е]?;Еманжелинск;54.7554548;61.3243477
златоуст[а|у|е]?;Златоуст;55.1714905;59.6725549
карабаш[а|у|е]?;Карабаш;55.4852323;60.2358881
картал[ы|о|а|е][м|в]?;Карталы;53.0536197;60.6478408
кас[и|е|я][й|м]?;Касли;55.8868784;60.7421663
катав-ивановск[а|у|е]?;Катав-Ивановск;54.7521438;58.1983648
копейск[а|у|е]?;Копейск;55.116665;61.6179185
коркин[о|у|е];Коркино;54.8903147;61.4034576
кус[а|е|у];Куса;55.3386053;59.4385778
кыштым[а|у|е]?;Кыштым;55.7061276;60.5563781
магнитогорск[а|у|е]?;Магнитогорск;53.4072153;58.9791437
миасс[а|у|е]?;Миасс;55.0456457;60.1077572
миньяр[а|у|е]?;Миньяр;55.0709557;57.548478
нязепетровск[а|у|е]?;Нязепетровск;56.0536895;59.6097202
озерск[а|у|е]?;Озерск;55.763154;60.7076198
пласт[а|у|е]?;Пласт;54.3692764;60.8151894
сатк[а|е|у];Сатка;55.0405288;59.0288975
сим[а|у|е]?;Сим;54.9907827;57.6900155
снежинск[а|у|е]?;Снежинск;56.0851495;60.7324914
трехгорн[ы|о][й|г|м][о|у]?;Трехгорный;54.8178249;58.4464194
троицк[а|у|е]?;Троицк;54.0843745;61.5586831
усть-катав[а|у|е]?;Усть-Катав;54.9260812;58.152805
чебаркул[ь|и];Чебаркуль;54.9818567;60.3773121
челябинск[а|у|е]?;Челябинск;55.1602624;61.4008078
южноуральск[а|у|е]?;Южноуральск;54.448927;61.2581158
юрюзан[ь|и];Юрюзань;54.854662;58.4226698
аргун[а|у|е]?;Аргун;43.2916774;45.8723105
грозн[ы|о][й|г|м][о|у]?;Грозный;43.3180145;45.698291
гудермес[а|у|е]?;Гудермес;43.3519142;46.1035645
курчало[й|я|е|ю];Курчалой;43.2046547;46.0889364
урус-мартан[а|у|е]?;Урус-Мартан;43.120175;45.539276
ша[и|е|я][й|м]?;Шали;43.1488691;45.9009629
алатыр[ь|и];Алатырь;54.8397989;46.5721997
канаш[а|у|е]?;Канаш;55.507;47.4918273
козловк[а|е|у];Козловка;55.8406025;48.2577735
мариинский посад[а|у|е]?;Мариинский Посад;56.111923;47.7142942
новочебоксарск[а|у|е]?;Новочебоксарск;56.1094977;47.4791113
цивильск[а|у|е]?;Цивильск;55.8650213;47.4729349
чебоксар[ы|о|а|е][м|в]?;Чебоксары;56.1438298;47.2489782
шумерл[я|и|е|ю];Шумерля;55.4962415;46.4182681
ядрин[а|у|е]?;Ядрин;55.9406974;46.2020896
анадыр[ь|и];Анадырь;64.7313924;177.5015421
билибин[о|у|е];Билибино;68.0584191;166.4388172
певек[а|у|е]?;Певек;69.7016661;170.2999022
алдан[а|у|е]?;Алдан;58.6094283;125.3817188
верхоянск[а|у|е]?;Верхоянск;67.5502451;133.390735
вилюйск[а|у|е]?;Вилюйск;63.7517616;121.627284
ленск[а|у|е]?;Ленск;60.7276196;114.9548255
мирн[ы|о][й|г|м][о|у]?;Мирный;62.536232;113.9667728
нерюнгри;Нерюнгри;56.6599953;124.7202403
нюрб[а|е|у];Нюрба;63.2828955;118.3242437
олекминск[а|у|е]?;Олекминск;60.3758006;120.4060878
покровск[а|у|е]?;Покровск;61.4843503;129.1482392
среднеколымск[а|у|е]?;Среднеколымск;67.4582218;153.7069425
томмот[а|у|е]?;Томмот;58.9586859;126.2875462
удачн[ы|о][й|г|м][о|у]?;Удачный;66.4071765;112.3061555
якутск[а|у|е]?;Якутск;62.0281405;129.7325887
губкинск[и|о][й|г|м][о|у]?;Губкинский;64.4457594;76.4713274
лабытнанг[и|е|а][х|м]?;Лабытнанги;66.6592841;66.3883009
муравленк[о|у|е];Муравленко;63.7940552;74.4948635
надым[а|у|е]?;Надым;65.5377966;72.5182736
нов[ы|о][й|г|м][у|о]? уренго[й|я|е|ю];Новый Уренгой;66.0839433;76.6809681
ноябрьск[а|у|е]?;Ноябрьск;63.2018039;75.4510581
салехард[а|у|е]?;Салехард;66.5492077;66.6085318
тарко-сал[я|и|е|ю];Тарко-Сале;64.9118803;77.7610236
гаврилов-ям[а|у|е]?;Гаврилов-Ям;57.3091058;39.8546444
данилов[а|у|е]?;Данилов;58.1860098;40.1795067
любим[а|у|е]?;Любим;58.3620228;40.686841
мышкин[а|у|е]?;Мышкин;57.7881684;38.4544224
переславль-залесск[и|о][й|г|м][о|у]?;Переславль-Залесский;56.7360544;38.8543617
пошехонь[я|и|е|ю];Пошехонье;58.5062879;39.1208434
ростов[а|у|е]?;Ростов;57.2051315;39.4378622
рыбинск[а|у|е]?;Рыбинск;58.0485495;38.8584119
тутаев[а|у|е]?;Тутаев;57.8674993;39.5369627
углич[а|у|е]?;Углич;57.5224249;38.3020044
ярославл[ь|и];Ярославль;57.6215477;39.8977411
спб;Санкт-Петербург;59.9391313;30.3159004
зеленоград[а|о|е]?[м]?;Зеленоград;55.9825000;37.1813900
питер[а|о|е]?[м]?;Санкт-Петербург;59.9391313;30.3159004
балаших[а|у|е|и];Балашиха;55.8094500;37.9580600
фиолент[а|у|е]?;Мыс Фиолент;44.501336;33.489023
электроугл[и|е|я][й|м]?[и]?;Электроугли;55.7244500;38.2090800
Щёлково;Щёлково;55.925;37.9722
